BankURL,UserName,ReviewRating,UserLocation,ReviewTitle,comments,ReviewDate
networkcapital.net,Saad Almosa,5,EG,Keeping them in the family!,My mom and dad have used Network Capital for more than 10 transactions over many years,"Date of experience: December 24, 2022"
networkcapital.net,Victor Hammond,5,US,AMAZING JOB,I have never worked with someone who has the best knowledge on financing. Gabriel Flores made it so smooth and slick and easy and very professional. all around great human being to explain everything as it went. Kathleen Terry was also a very nice lady that helped with the final process. If we need future assistance we will definatly use them again.,"Date of experience: October 04, 2022"
networkcapital.net,Karen W,5,US,"Just what we needed, honest and accurate!","My husband Jesse and I had the pleasure of working with Eddie and Debbie on the processing and closing of our Refinance home loan in the shortest time we've ever experienced.  They were both very professional, knowledgeable and interested in making sure we had the best outcome possible. They provided accurate information and things went exactly as Eddie had proposed. We are looking forward to working with them in the future!","Date of experience: September 20, 2022"
networkcapital.net,Alistine Goodwin,5,US,Mr V. Josephp,"Mr. Vladimir, Has been very helpful to me addressing the refinancing. He is educated and well knowledgeable regarding the process for someone to be / get refinance for their property. A few months ago. I tried other companies and they were not able to do NO WHERE NEAR what Mr. Vladimir, has done for me. So, I must say at this time. Thank you and PLEASE keep up the good work.Ms. A Goodwin","Date of experience: October 04, 2022"
networkcapital.net,Lee,5,US,I want to say a big Thank you To Justin…,"I want to say a big Thank you To Justin Johnson for his efforts in bringing together the purchase of our new property in Colonial Beach. We were actually turned down by two other lenders. Justin put in the work to fund two refinances to help fund the purchase and bring the whole package of three loans together. Thanks so much, Justin","Date of experience: October 04, 2022"
networkcapital.net,striker,5,US,spencer and Jayne were fantastic to…,spencer and Jayne were fantastic to work with. having g been thru a refi years ago I was dreading it. Spencer did so much of my leg work and once thru the info gathering period Jayne was equally indispensable to the process. both burned the midnight oil for my loan and I am very appreciative.  I got a great rate considering interest rates are 7 and they got me 4.8. I highly recommend using network funding professional courteous and deliver what they promise,"Date of experience: September 23, 2022"
networkcapital.net,Goku,5,US,Consolidating,This company was very helpful to me. Jaewon Gal and Jayne Ramirez really know to explain things and making you feel comfortable. They really helped me with consolidating my debt hepled with all my needs. The whole process was explained clearly to me and would recommend them to anyone. I will definitely keep in touch with them in case I need anything else in the future. Thank you Jaewon Gal and Jayne Ramirez for all your help.,"Date of experience: September 28, 2022"
networkcapital.net,HD,5,US,My Experience with Network Capital,The staff I had dealings with was very courteous and professional. They took the time out to explain the process and made sure everything processed smoothly.,"Date of experience: November 09, 2022"
networkcapital.net,E. Crook,5,US,Working with Angel Amazing,"Working with Angel though out this process was amazing from start to finish, He explained everything in full details, if I had a question he was right there. Angel stayed in touch with me the whole time…Thank you Angel for the GREAT service you provided to me….Your name is prefect Angel because that’s what you are and Angel.,,, Thank you","Date of experience: September 20, 2022"
networkcapital.net,sabastian mowery,5,US,Awesome company to work with for a VA…,Awesome company to work with for a VA loan got me closed within a month and even with conditional approval for repairs I needed before we could close. Ryan Barrientos worked with me and made everything smooth was super helpful on any questions I had and communication was above my expectations which is part of the reason I went with network capital instead of another lender.,"Date of experience: August 26, 2022"
networkcapital.net,Steve,4,US,Justin P Johnson,"Justin P. Johnson was wonderful. He jumped right on itand got the ball rolling. I am very satisfied with the results of my refinance. The only thing I was bothered with was the fact that I dealt with 9 separate people, not including the appraiser and notary. if I didn't have to send the same material 2 and 3 times it would have been better. Everyone did a great job!!!!!","Date of experience: September 13, 2022"
networkcapital.net,B. A. from NJ,5,US,Diego Sebastian A & Kathy T made this…,Diego Sebastian A & Kathy T made this loan happen in spite of numerous obstacles to get it done they were very persistent like pit bulls with a bone I cannot say enough good things about both of them I will definitely be a repeat customer in the future!,"Date of experience: October 14, 2022"
networkcapital.net,Paul,5,US,Refinance success,This was a great all around experience. My banker Andro Aziz and my processor Alexa Love were professional and were available whenever there was a question or concern. I had many lenders reach out before and after the process started. I stayed with Andro and Alexa because of the customer service they provided through the entire process. Top notch people,"Date of experience: September 01, 2022"
networkcapital.net,Richard Stark,5,US,Mortage Refi,"Well it Was A Wonderful Experience with Lily To Start Us Out. Her Approach was Professional! We have been very disappointed in the Past Year by other Lenders. Lily At Net Capital made Sure this was going to continue, even though at times I was frustrated,no fault of hers. Will Definitely Refer Lily and Alexa Love to others. Sincerely Yours Richard And Bonnie Stark!","Date of experience: August 30, 2022"
networkcapital.net,Pete Garcia,5,US,Incredible Experience,"I just want Thank You & Your Network Capital team,Mellisa, and the others behind the scene. Associates who helped fund this mortgage loan especially you ""Jake"" you kept us informed all through the process making it less stressful knowing we were moving forward and ultimately you got us to the promise land.Thanks Again Jake, for your all Help.","Date of experience: September 03, 2022"
networkcapital.net,Tony,5,US,Home run team,I was on the phone with Gabriel Flores and as we were getting off the phone he said something that led me to think he was passing me to someone.  I said NO NO NO  your my guy. From that point forward He handled everything from start to finish.  He was awesome and passed me to Jennifer Garcia.  She know her software and spent time getting the documents she needed.,"Date of experience: August 26, 2022"
networkcapital.net,Nannette Milton,5,US,Thanks for having great staff to help us.,"Andro and Kelly were so helpful. We had some hurdles to jump over and they worked very hard for us. Andro listened and went off to see how he could make it happened. Kelly kept me up to date and returned all my calls, even if there was no answer yet. This refi is going to make such a difference in our lives.  Keep up the great work,","Date of experience: September 01, 2022"
networkcapital.net,David E.,5,US,Great Experience with Loan Process (Ken Ergen/Sang Truong),Both Ken Ergen and Sang Truong were incredibly helpful throughout the mortgage loan process. Ken Ergen was great at walking me through the entire process and made himself available anytime I had a question. This was my first time going through the home loan process and I’m thankful they helped me through it. Highly recommend both Ken and Sang. They’ll get you across the finish line.,"Date of experience: August 23, 2022"
networkcapital.net,Jesus,5,US,Awesome!!!,"Diego worked was the one who worked with my family and I, super nice, patient, and understanding, you can tell by the way he answers the phone and your questions he loves helping people, where I thought I was going to run into a headache, I didn’t because Diego made everything so simple to understand, I genuinely felt like there was no dumb question","Date of experience: August 26, 2022"
networkcapital.net,Michael Buccinna,5,US,Spencer’s Excellence,"At a critical time in my life, financially, Spencer made this loan process so easy for me, handled everything professionally and explained everything with precision! I’d recommend anyone to deal with him, it was an excellent experience!  August 31st - September 26th","Date of experience: August 31, 2022"
networkcapital.net,Joyce Tyson Wiggins,5,US,Thankful,I am so thankful for the way Drake Relova led me through the process of my loan. Network Capital is a great company and Drake Relova is a asset to your company. He helped me get over several hurdles and was patient when I learned what I needed to do. I am not computer smart and he made it easy. Thank you for the loan and I appreciate everything.,"Date of experience: August 25, 2022"
networkcapital.net,michelle,5,US,i never know that it would of be so…,i never know that it would of be so fast as long as you have everything paper in order that makes the process move fast.mr christian robles and debbie clabber helps me with the closing process thanks to both of them that make this happens.I am so happy and relieved,"Date of experience: September 12, 2022"
networkcapital.net,Michael Harris,5,US,It was a pleasure working with Shane…,"It was a pleasure working with Shane Doumani who ensured that my refinance application was submitted in a timely fashion and Sarah Behl who facilitated the processing of the loan.  Both were professional and addressed any/all concerns that I had along the way, making the process very smooth.  I look forward to working with them in the near future.","Date of experience: August 17, 2022"
networkcapital.net,Ramona Espinosa,5,US,Edwyn is the BEST! Loan processing NOT SO MUCH!,"Edwin was very informative and understanding about my needs and my situation!  He was the BEST!My dealing with Melissa and the title company not so much.   I was constantly told you have deposit tomorrow and you’ll have check tomorrow, tomorrow. I sign the mortgage papers on 7/22 and didn’t receive debt payment checks until August 4th. Very disappointed with lack of communication no returned phone calls from Melissa.","Date of experience: August 11, 2022"
networkcapital.net,Lauren Steadma,5,US,Network Capital was expeditious…,"Network Capital was expeditious processing my mortgage documents with the financer. They make the process less painful when you've a financial crunch. Both my family and I are grateful for your industrious execution of an immoderate, bureaucratic process. I highly recommend ��","Date of experience: September 08, 2022"
networkcapital.net,Kathleen Jerabek,5,US,Ryan Provided Excellent Customer Service,Ryan provided excellent customer service.  He worked with me for over two months to get my credit worked out so I qualified for the loan.  He exhibited extreme patience and explained everything in detail so I would understand the process.  I would work with him again and will recommend him to all I know who are interested in obtaining a refinance.,"Date of experience: August 05, 2022"
networkcapital.net,Rey,5,US,Great Service Again!...,I have utilized Network Capitals services on several occasions. My current experience was no different. I continue to have great customer service. I would like to recognize Adrian Fernandez for picking up the ball on my current refinance. Adrian along with Jason Aquino made the entire process smooth and seamless. Great Team work! I will continue to look to Network Capital for any future mortgage needs and I will always recommend Network Capital to anyone in need of mortgage services.Thank you!Lupe Reyes,"Date of experience: August 19, 2022"
networkcapital.net,Karen's Sutphin,5,US,Spencer was Awsome,Spencer was there every time we had a question or an email he got right back to us he he was very diligent about his worth ethic ethic we appreciate Spencer Barrett Very much in the company he works for network capital thanks again Spencer,"Date of experience: September 28, 2022"
networkcapital.net,Georgeine Ferzacca,5,US,Excellent Company!,"I would highly recommend Network Capital Funding to anyone needing a mortgage or a refi. Justin Paul Johnson treated me with respect and talked to me as if he were my son. He is very transparent and trustworthy. Anything that I didn't understand, he clearly explained it to where I understood everything that he mentioned to me. I'm very thankful to Justin and the rest of the Network team. When I need to refinance again, I will be using Network Capital Funding again","Date of experience: August 02, 2022"
networkcapital.net,Arttu Nummi,5,FI,Thank you!,"Excellent bank, they helped me quickly arrange everything, and gave high-quality advice by answering all my questions. I was given all the checks and the necessary papers! The managers here are very patient and polite!!))) I will recommend Network Capital Funding to my friends. Thank you!","Date of experience: August 26, 2022"
networkcapital.net,Angie Hunter,5,US,Excellent experience,"After experiencing other lenders, network capital is the way to go! Friendly and extremely knowledgeable,  Spencer and Kathleen went above and beyond to help me get the refinancing I needed! I can't say enough good things about them!","Date of experience: September 23, 2022"
networkcapital.net,Amrit Burman,5,IN,I needed a loan,"I needed a loan, applied to Network Capital Funding for a loan, they did everything very professionally and explained everything with accuracy! I can say a lot more good things about them, but you better see for yourself.","Date of experience: October 04, 2022"
networkcapital.net,Michelle Scott,1,US,I was very misled by network capital he…,I was very misled by network capital he assured me he would be able to match my numbers that I needed if I only paid for the appraisal I paid $750 and they came nowhere near my numbers bad company don’t use them,"Date of experience: October 05, 2022"
networkcapital.net,Georgeine Ferzacca,5,US,Best experience ever!!,"Network Capital was the easiest refi I've ever had! I would highly recommend them to anyone wanting or needing a refi. Sending financial papers through the internet was very simple and, for me, that was the best! I would recommend anyone to talk with Justin Paul Johnson as he is very pleasant to talk to and was very straight forward and I never got the feeling that he wasn't telling me everything. If I ever need to refi again in the future, I will be working with Justin at Network Capital Funding.","Date of experience: July 26, 2022"
networkcapital.net,Phyllis Kitchell,5,US,Jack And Jordan were amazing!,"Jordan was great to work with and his manager Jack reached out after closing! They were quick, easy, and gave me a great interest rate. I look forward to working with them again in 6 months on a Veterans Loan because my husband was a veteran. Thank you Network Capital!","Date of experience: August 26, 2022"
networkcapital.net,Jessie Ramos,5,US,Shout-out to Eddie & Sang,"Our family worked with Eddie, Sang and the NetCap team and they were phenomenal. They were communicative, patient and professional during the entire process. The outcome was positive and we are grateful we got to work with this team!","Date of experience: September 16, 2022"
networkcapital.net,S&A,5,US,We had the pleasure of working with…,We had the pleasure of working with Jordan and Jayne to get out house refinanced.  They guidance us through the process and worked relentlessly to get it to the finish line.  They both had quick responses and always stayed true to their word.  If you are looking for help you will not be disappointed.,"Date of experience: August 01, 2022"
networkcapital.net,Kathleen Williams,5,US,Refinance with Stephen McCurry,"We began working with Stephen McCurry from beginning to end.  We did not experience many detours along the way however whatever the detour was, Stephen ensured it was communicated and taken care of. All the conditions we arranged from the beginning were met except one but that was explained later.  Our loan closed and we explained to him that they were not sending us the payoff checks as we originally requested and he fixed that issue too.  We were very much satisfied with the communication we received from him. Overall, we were satisfied with his service and response to our questions and needs and would recommend anyone to work with Stephen.","Date of experience: August 29, 2022"
networkcapital.net,Anthony Galante,5,US,Kenan Ergen and Victoria Monroe are awesome!!!,Both Kenan Ergen and Victoria Monroe were amazing in helping me get a good rate with this high interest market. They were very patient and explained every detail of the refinance process at times when I was not understanding it fully. They were very thorough ensuring that everything was being taken cared of behind the scene leaving minimal work on my part. Ken and Victoria deserve high praise and a raise for their diligent work. Thank you!!!,"Date of experience: July 02, 2022"
networkcapital.net,Santos,5,US,I had tried with other company’s and…,I had tried with other company’s and they couldn’t help me with my situation then I talked with Laura and she told me I had some problems with my credit and they helped me throughout the whole process I am truly great full and satisfied with network capital thank you so much to Jenifer Garcia and Laura Narvaez.,"Date of experience: July 23, 2022"
networkcapital.net,Beth Sullivan,5,US,"Speed, convenience and ease!!","Speed, convenience and ease are what I experienced with my time dealing with Edwin and Travis.  Edwin had everything handled from the start to finish without any issues. He listened well and always had my back.  Travis was able to get us closed in about 2 weeks. What a great team. Best refinance and closing I have ever gone through!Sincerely,Beth (Elizabeth)","Date of experience: June 29, 2022"
networkcapital.net,Michael Kirchner,5,US,I had made a mistake on my creditors…,I had made a mistake on my creditors mailing address  in an earlier review I  complained but my complaint was because I  gave?a bad mailing address.  Once I contacted Teddy and Travis they worked with ne to figure out the issue?with payment was my fault they arexonly as good as the information I provided. They responded immediately and took care of me promptly.  Excellent service and promp responses.  Thank you.,"Date of experience: June 22, 2022"
networkcapital.net,Tom Hickey,5,US,I just finished a refinance of my home…,"I just finished a refinance of my home with Network Capital Senior Loan Banker, Omar Kaden.  Omar gave me excellent service all along the process.  He must have answered a hundred questions I had and was so professional and assuring.  Davina in the loan processing department was awesome too helping me with paperwork and direction.  I will recommend Omar and Network Capital to friends and clients.  When they say they will take care of you they mean it!","Date of experience: June 30, 2022"
networkcapital.net,Linda Weston,5,US,I was called by phone and was told…,"I was called by phone and was told aboutthis company, and asked if I was still inter-ested in a refi.  The caller got the info he needed and we went on from there.  I talkedwith two people, each in a different department,got several message, signed some papers on line.  Had a Notary call and meet me to sign papers, and 4 days later it was closed.  Every-one I worked with was very helpful and I wastreated great.","Date of experience: June 18, 2022"
networkcapital.net,Christi Lane,5,US,"Great Mortgage Banker, Bishoy Rufail","Working with anyone remotely has it's challenges, but this company is fantastic.  In particular, the personal service provided by my Mortgage Banker, Bishoy Rufail has been top-notch.  Whenever I asked for information, typically via email, Bishoy would always call me directly and go over everything with me.  And, he always offered that I could call anytime and I believe him.  This is a company you can trust, I would recommend them and would definitely recommend Bishoy!","Date of experience: July 01, 2022"
networkcapital.net,Lenard,5,US,TEAM Tran and Victoria was a winning…,"TEAM Tran and Victoria was a winning combination for me from start to finish in completing the Refinancing of my home, The professionalism they.ve shown throughout the whole process was above Reproach! They.re the epitome of great professionals that Network Capital should appreciate these Human Assets that will help your Company grow in the future and beyond.","Date of experience: June 18, 2022"
networkcapital.net,Georgia matta,5,US,It was good getting the loan,It was good getting the. Loan but the closing was kind of rough because the lady just kept saying she didn’t receive our documents otherwise the closing went fast then they sold it to pennymac without notification which you usually know a head of time,"Date of experience: September 02, 2022"
networkcapital.net,Robin Kurtz,2,US,Less than professional look elsewhere,The loan officer was informative. However he led me to believe the loan would not be sold. It was sold within minutes of closing. They also have less than professional administrative staff. They seem disorganized. And worst of all as soon as you close they begin harassing you constantly to sell you life insurance. I would not recommend this company.,"Date of experience: June 21, 2022"
networkcapital.net,Nancy McIntyre,5,US,Eddie was the best to work with,Eddie was the best to work with. He was professional and also there to answer my questions. He answered my phone calls all the time. When he said he needed to find out more information he would do it and get back to me within minutes. I highly recommend him.,"Date of experience: August 26, 2022"
networkcapital.net,Joanne Joyner,5,US,They didn’t give up on me.,I am happy to write this review concerning the excellent service provided to me by Leonardo DoNascimento and Joseph Francia.  My loan was difficult to get approved. They didn’t give up on me. They kept working with me till they got it done.  I am so grateful!  They are now the loan people for me going forward for all loans in the future!,"Date of experience: June 17, 2022"
networkcapital.net,jenifer keson,5,US,Teddy was my representative,Teddy was my representative. He was an amazing help. Teddy was on top of the process. Explained process well and did a lot of the paperwork foot work. Made everything as seemless as possible. Teddy was flexible and didn't waste anytime getting things done. A big thanks to Teddy. Highly recommend him.,"Date of experience: July 13, 2022"
networkcapital.net,Johnny P,5,US,Omar and Joseph was very knowledgeable…,Omar and Joseph was very knowledgeable and professional with their jobs. They help me to get exactly what I want it and answered every question in a timely matter they were very polite very patient good listeners and understanding what I was wanting for me to refinance. I definitely will recommend network capital to friends and family and recommend Omar and Joseph. Awesome job,"Date of experience: May 28, 2022"
networkcapital.net,Bushwoman,5,US,"Thanks to Marcos, Franc, and LouEllen!","I worked with Marcos, Franc, and LouEllen, who were all wonderful! They made the process straightforward, and almost painless. We appreciate their hard work and professionalism.","Date of experience: October 28, 2022"
networkcapital.net,Rob,5,US,Best Experience EVER!!,I was originally working with Abigail on the refinance but Zachary Gill stepped up and closed our loan quickly and smoothly!! We took out some cash and paid off a large debt and only are spending $200 more per month! This was also thanks in great part to Louellen who helped with our closing!  If you want a great team for your next mortgage please call Zachary and his team at network capital!,"Date of experience: May 19, 2022"
networkcapital.net,Judy Britain,5,US,All said and done,"All said and done, my experience was great.  For years everyone would not help me.  Edwyn Ramos talk to me and we started the procedures.   Through all the bumps and holes, as a team we made it thru it all.  He always help me through thick or thin, when I needed the support to understand what we were doing and why.  It not easy to find people who are willing to help you get all the paper work and sometimes where I had to look for it.  He was blessing to me and it was a great Birthday Present or me for that is when it closed.   Thank you AlwaysJudith Britain","Date of experience: July 29, 2022"
networkcapital.net,Jan Ferry-Axman,5,US,I was amazed that borrowing was so easy…,"I was amazed that borrowing was so easy with this company.  Edwin and Sang really made the difference in checking in and helping.  I thought I had to go local to get human help and attention but they made the process easy.  And we all know it can be a pain of paperwork and long waits.  Yes it was not only easy but FAST too.  Just Awesome, Thanks Network Capital and thanks Edwin and Sang for your personal attention and help.","Date of experience: May 19, 2022"
networkcapital.net,Noushin Nemazee,5,US,Ryan and joseph were very knowledgeable…,"Ryan and joseph were very knowledgeable and helpful during this process. The fact that Ryan called me couple of months ago  and said he has a solution for me and my business was really great. Your company is not following others but , you are innovative and truly trying to solve each individual cases differently. I wish you the best.ThanksNoushin","Date of experience: May 25, 2022"
networkcapital.net,james johnson,5,US,Angela Nunn and Christopher,Angela Nunn and ChristopherHas went beyond the call of duty with my loan  the file was complicatedBut Angela worked very hard and long with me in order to get it closed when most would have not for sure it was a team effort for sure they both rightfully deserve a pat on the back and a thank you for doing a job that was not easy they need to be notifiedFor what work they did .And be glad that you have them in today world Thank you Angela,"Date of experience: May 20, 2022"
networkcapital.net,Leslie Stigall,5,US,Thanks Edwyn Ramos for helping refinance.,I would like to thank Edwyn Ramos for such a marvelous job with my refinance. He walked me through step by step. I did not have to worry about anything. He kept me updated on everything. Again I can not thank him enough may God bless you.,"Date of experience: September 02, 2022"
networkcapital.net,marco macancela,5,US,Hi i am Marcos,"Hi i am Marcos, after working with network capital for refinancing my home I had the best experience working with Calvin and Liz those two are the best at their job, their very professional and I highly recommend everyone to work with them for their needs and once again I want to thank Calvin and Liz for the best work they did for my home refinancing.","Date of experience: May 19, 2022"
networkcapital.net,Gary Dias,5,US,Jessica and Travis,"I have had the opportunity to use your company for 3 refinances of my home.This time I worked with Jessica Lane and Travis Walker.  They both were extremely professional and helpful in completing this.  If I would refinance again in the future, I would hope to be able to use them again.Jack, you should be sure to give them both a big raise.","Date of experience: May 18, 2022"
networkcapital.net,Eric Tokutomi,5,US,Jake Hulett and Sarah Behl,"Both Jake Hulett and Sarah Behl were extremely helpful thru my entire refinance process.  Communication, customer service, professionalism and expeditious are four words which come to mind which best describes my loan refinance experience.  I would recommend Jake and Sarah to anyone looking for a home loan or to refinance.","Date of experience: June 01, 2022"
networkcapital.net,Staphiny Akhi,5,BD,"Talk about a range of elements,","including customer serviceIncrease the relevance of your review by addressing your overall experience, including the level of customer service you received. Tell people how helpful the company was! Focusing on only one element, such as product quality or delivery options, provides limited insight to readers.","Date of experience: June 11, 2022"
networkcapital.net,customer Elizabeth Farmer,5,US,My experience with network met my…expectation to get job done.,"My experience with network met my expectation. Louellen was exceptional employee and tried to meet all of my concerns. She went beyond her job expectation to see that all of my concerns were addressed. If I had to do it again, but I do not expect to do it again, I would expect her to perform the same job performance.","Date of experience: May 30, 2022"
networkcapital.net,Wm. D. Abraham,5,US,My experience with Ryan Barrientos was…SUBLIME!,My experience with Ryan Barrientos was in a word Sublime !  He was very thorough with attention to  ALL details. If an issue surfaced he intelligently analyzed the issue at hand and provided solutions! HE IS A CLOSER!,"Date of experience: September 14, 2022"
networkcapital.net,Landia Jeangilles,4,US,Everything is good ���,,"Date of experience: January 04, 2023"
networkcapital.net,Donna Young,5,US,Refinancing my home,Everything was very easy and made me comfortable. The 2 staff members were very knowledgeable and keep me aware of everything going on They were available and very patience explaining all aspects of the process.  I would recommend Network Capital to my friends wanting to refinance their home,"Date of experience: June 16, 2022"
networkcapital.net,Mary Trude,5,US,Justin P Johnson was outstanding to…,"Justin P Johnson was outstanding to work with. Our first phone encounter had me declining to go forward with a refinance. Justin kept his eyes on the market and contacted me several days later when the interest rate dropped, and he thought the market would be more favorable to my needs. This interest in getting me the best product held throughout our association. Justin was always available to answer questions and confirmed when my submitted documents were received in his email, and that they contained the information needed or if something else would better fit for my loan request. My re-fi with Network Capital Funding was the quickest I have ever completed a home loan from start to funding.","Date of experience: September 15, 2022"
networkcapital.net,Shalon Dittler,5,US,VA Cash out refinance experience.,"The Hubs and I bought our house in 2007. The stars and credit ratings finally aligned for us to refinance with a VA cash out refinance. We started working with Justin Johnson. He was so great that when other Mortgage brokers called I told them no, Network Capital and Justin had our loyalty. He was always there for my (many) major freak outs, misunderstandings on my part, and all the bureaucratic nightmares. Through all the ups and downs Justin was a calm, hopeful, and humorous presence. In the end my husband got his 2017 convertable Mustang GT and I get to say hello 2 day prime shipping!Justin and Network Capital you get all the stars!","Date of experience: August 16, 2022"
networkcapital.net,diane johnson,5,US,The experience went very well Samuel…,The experience went very well Samuel and LouEllenS were very helpful they explain everything perfect I had no problems with them to answer any question that I needed they kept me updated and the whole process did not take long I would be glad to recommend them to someone else,"Date of experience: June 14, 2022"
networkcapital.net,Connie Lopez,5,US,We went through network capital to do a…,"We went through network capital to do a refinancing and we worked with Omar Kaden and Melissa Casteliv they were fantastic to work with,   We went threw different companies and they couldn't help us until Network Capital they are the best very professional and great.  I would recommend them.","Date of experience: May 14, 2022"
networkcapital.net,james c hazen,5,US,"Austin Owens, the best choice for all your loan needs","Austin Owens is very knowledgable, caring and was invaluable during my wife and I search for the best loan for us.  We dealt with many mortgage ""people"" during our quest for the best loan for us.  During our first meeting with Austin I was impressed with his immediate grasp of our extensive requests.  He provided multiple options that were available and we were able to select the perfect loan for our needs.  I have already advised many of our friends and relatives that they should contact Austin for all of their loan needs.  My wife and I are both attorneys with more than 30 years of experience.  I will always remember Austin as my first choice for any loan needs for our entire extended family.","Date of experience: September 01, 2022"
networkcapital.net,stu,5,US,netcapital came through when other banks failed me.,netcapital came through when other institutions failed me. chris galan and alexa love were especially helpful in making it all happen. it was a wonderful experience dealing with all of you. you're real life savers.,"Date of experience: August 30, 2022"
networkcapital.net,Shuang Huang,5,US,It is an extraordinary experience of…,"It is an extraordinary experience of working with Ben and Ivy.  They are very professional, experienced, knowledgeable, efficient, hardworking, dedicated, and committed to schedule and success.Due to urgent needs, I need to close refinancing within 2-3 weeks.  Ivy Nguyen and Benjamin Edward and their team worked very hard with efficient and effective planning and completed refinancing within 3 weeks.  This is an unbelievable achievement in refinancing!I would recommend Ben and Ivy to anyone who wishes to have successful financing or refinancing.","Date of experience: May 09, 2022"
networkcapital.net,Nancy kyle,5,US,Edwin Ramos / Network Capital gets five Stars,"I would like to thank first and foremost Edwin Ramos for calling me in the first place. At the time he called, I was trying to determine which way I would go to change my debt. Not only was he polite and friendly, he was very informative. He took his time, and explained everything to me. I could tell he was an honest and sincere person. He was very patient with me. Most of these folks that call are very impatient, and and usually have to consult someone else to make sure their information is correct. Edwin made me feel as confident as my friends at keesler whom I have dealt with since 1993. You all have a winner in Edwin Ramos, and someone who will recommend him to friends. Thank you all .Nancy kyle","Date of experience: September 01, 2022"
